entrez	symbol	logFC	pvalue	padj
7008	TEF	-0.4853084536223042	0.4425185794858541	0.717240490312843
7009	TMBIM6	-1.074258100936996	4.596368271194106e-7	6.9228276336382755e-6
7010	TEK	2.4637122592835703	4.890849325542063e-5	3.814805969323147e-4
7011	TEP1	1.2888214560113807	4.159524681287297e-7	6.3511930158945126e-6
7013	TERF1	-0.6035960090011764	0.0870590334786156	0.18923454205902035
7014	TERF2	-0.060483338362400434	1	1
7015	TERT	2.991148859816998	9.731150203224224e-5	6.818605613280841e-4
7016	TESK1	-0.10787645150022282	1	1
7018	TF	1.5213049208458307	8.429965531014455e-4	0.004116450700859007
7019	TFAM	-1.1942848488886715	6.744051124621116e-7	9.581831341432e-6
7020	TFAP2A	1.5499916015491748	0.014796463000626968	0.044223466989524694
7021	TFAP2B	2.077671658165542	0.0011713205944647697	0.005437241278009302
7022	TFAP2C	4.430261018636156	9.42758061406148e-17	1.8552068916792385e-14
7023	TFAP4	0.47580750120606363	0.47562734920478456	0.759445625605213
7024	TFCP2	-0.4069503758855701	0.5085585509543833	0.8004342090667883
7025	NR2F1	-0.036634166068876935	1	1
7026	NR2F2	-0.03227084666455816	1	1
7027	TFDP1	-0.5941485030739811	0.03920361141824102	0.09869335748714525
7029	TFDP2	0.6989406834921481	0.09123514682757389	0.19668754495765287
7030	TFE3	-0.46729839311913624	0.17827115328392745	0.34233264054230517
7031	TFF1	1.1070534209176373	0.12547708929759224	0.2558768973736516
7032	TFF2	3.4094805010465117	0.008547711710243879	0.028143958994666946
7033	TFF3	-0.7872602626815414	0.19427509680355196	0.36697375422047096
7035	TFPI	1.5836473619857698	0.00548774604920244	0.01954498998849908
7036	TFR2	1.4150325411514924	2.835156880494643e-4	0.0016610201245324209
7037	TFRC	-0.37769300963517966	0.6929130526971278	1
7038	TG	3.936132746265681	5.048157482328302e-9	1.3253616452357198e-7
7039	TGFA	-0.31991106724661766	0.9198580330634869	1
7040	TGFB1	0.5635413489736	0.46551767208057593	0.7467007010991549
7041	TGFB1I1	1.8158617217835253	4.7328108766797074e-4	0.002552614390864957
7042	TGFB2	1.5717092272401063	0.004285351809934773	0.015984476122229686
7043	TGFB3	1.9658297757297878	4.9961869765501956e-5	3.886210305808678e-4
7044	LEFTY2	-0.19428334339982647	0.9769599646812726	1
7045	TGFBI	2.764577669309677	2.6309275789330504e-6	3.1234045848240426e-5
7046	TGFBR1	-0.4175115291086027	0.48319556086685816	0.7682094329215166
7048	TGFBR2	1.774947470984233	0.0021546927944498927	0.009057538726280083
7049	TGFBR3	1.1115695864004038	0.02778420739628172	0.07420399174735007
7050	TGIF1	0.3292571786040574	0.8778767772347332	1
7052	TGM2	2.2036763336405314	5.953364537937084e-4	0.0030829818915593518
7053	TGM3	1.3454279603663442	0.033519801495483594	0.08674937810827218
7054	TH	-0.11356670483505689	1	1
7056	THBD	1.2716407316669722	0.10315050842649533	0.21795655849757006
7057	THBS1	2.107847633364826	4.551274593529577e-4	0.0024715737737846535
7058	THBS2	0.5215459693374126	0.3788182733300324	0.6339624994359597
7059	THBS3	0.9504265108469977	0.005102957167627353	0.01838601405228637
7060	THBS4	0.31907199162351685	0.897654932301291	1
7062	TCHH	3.645461727712679	3.455787782947392e-6	3.9654352245608004e-5
7064	THOP1	0.5111247230884746	0.20326296629225357	0.38040218809436416
7066	THPO	2.860446355554085	3.440559365996696e-4	0.001953206201413492
7067	THRA	-0.4270795829968907	0.3824591650163949	0.6386780206578468
7068	THRB	0.6701088462392785	0.155767035690866	0.30621143716803984
7069	THRSP	0.7069578981712686	0.3303373787612827	0.5654026863272288
7070	THY1	0.00565794747655702	1	1
7071	KLF10	-0.9608965905470753	0.014756563779895633	0.044130168180978216
7072	TIA1	-0.3948476215476075	0.4290478755944851	0.7002040046905502
7073	TIAL1	-0.2424797704963837	1	1
7074	TIAM1	0.6281225214013222	0.1436743122418987	0.2862610066772728
7075	TIE1	3.210658127370951	9.060953718864265e-6	9.054933151609206e-5
7076	TIMP1	-0.6392079549395475	0.1873709007974562	0.3562974521079416
7077	TIMP2	-0.1719305971750262	1	1
7078	TIMP3	1.1435870420068444	0.029272407447836657	0.07746133105713819
7079	TIMP4	0.554759593208893	0.48240364518989737	0.7675128324214999
7080	NKX2-1	1.3792164204694148	0.024729733578762285	0.06737956395372913
7083	TK1	0.8352611259766531	0.27460806066045296	0.4867537103515866
7084	TK2	0.6335321596612555	0.08024770712006908	0.17713551956391388
7086	TKT	-0.033514676636365495	1	1
7087	ICAM5	0.7170946362689989	0.29292004843445385	0.5126526921981431
7088	TLE1	-0.21321236046483003	1	1
7089	TLE2	0.5277630934250275	0.16388074577172904	0.3196843601046439
7090	TLE3	1.227883899043751	0.002538066006776948	0.010385059820966852
7091	TLE4	-0.27765333793938035	1	1
7092	TLL1	1.4813394016813113	0.004367653061943272	0.016220448069610247
7093	TLL2	1.5291915814147632	0.011764293950172344	0.036502943326676814
7094	TLN1	0.5266220185628373	0.25311916744538276	0.4553722821026982
7095	SEC62	-0.8355811347740834	6.05232993348444e-4	0.003129613435153447
7096	TLR1	3.1470465694975323	2.238339647285143e-4	0.00136412386724272
7097	TLR2	2.841741071089584	0.004238096923186263	0.015833457916006023
7098	TLR3	1.8571392805732563	0.028389121415248048	0.07551305463863857
7099	TLR4	3.842550011607638	1.5331181139829317e-6	1.9493559787454473e-5
7100	TLR5	2.384309732683619	6.474107437815646e-4	0.0033135344241771087
7101	NR2E1	3.0518567928953817	4.7939793767118023e-4	0.00257899922728778
7102	TSPAN7	-0.9393590678283597	4.9285870693669215e-8	9.911779305882512e-7
7103	TSPAN8	0.2267401318044716	0.9466860654638155	1
7104	TM4SF4	3.6045113260657993	0.003672444998220142	0.014081830442204632
7105	TSPAN6	-0.7080533152144372	0.16601625235728157	0.3231316518427547
7106	TSPAN4	-0.10942716988589495	1	1
7107	GPR137B	0.23219174038351104	1	1
7108	TM7SF2	-0.50772045917034	0.08693310026109217	0.18903886802618577
7109	TRAPPC10	-0.10935736084310659	1	1
7110	TMF1	-0.35854582936017443	0.7524504529113705	1
7111	TMOD1	1.9536927780511961	4.4449860013510685e-4	0.002420316142861342
7112	TMPO	-0.6794756229117789	0.017236386395642272	0.050135288292118205
7113	TMPRSS2	4.3478526501534125	8.866583070050852e-8	1.6595090944265843e-6
7114	TMSB4X	-1.332310573790067	1.999563550725394e-10	7.958943312679376e-9
7122	CLDN5	0.44949901242326745	0.626164733733445	0.9422902110842922
7123	CLEC3B	-0.11894569137289854	1	1
7125	TNNC2	1.0844135454819819	0.15158164832686327	0.2996341707820534
7126	TNFAIP1	-0.4170795416293544	0.5754385605559724	0.8824788296479648
7127	TNFAIP2	1.4846066350167695	0.0013660115618892282	0.006185535364976256
7128	TNFAIP3	0.4162728118609727	0.6706596406798553	0.9946755930235284
7130	TNFAIP6	5.320751609318105	2.0597054394434994e-5	1.8276088383026686e-4
7132	TNFRSF1A	0.11753833889819179	1	1
7133	TNFRSF1B	3.6728625028280013	2.786371215571945e-4	0.0016365364662505684
7134	TNNC1	0.32459970948055666	0.8294599591251824	1
7135	TNNI1	1.771639222127824	4.3960661763970115e-4	0.0023980199329071365
7137	TNNI3	0.21511564132865932	1	1
7138	TNNT1	0.4034593608069266	0.7299926006996006	1
7139	TNNT2	2.574420761243854	5.323642257236435e-6	5.704560374980681e-5
7141	TNP1	0.25583591839259473	0.3123204121199139	NA
7142	TNP2	1.596203957249278	0.02790875495420757	0.07448938323181577
7143	TNR	0.4014455902347918	0.6822497935374787	1
7145	TNS1	0.6104328217395456	0.13323058197749296	0.2690680159330608
7150	TOP1	-0.3297473339393521	0.9061139854651002	1
7153	TOP2A	2.7161027058516294	1.2802517611730144e-6	1.6686861828072885e-5
7155	TOP2B	-0.13376877068643697	1	1
7157	TP53	0.7382647528011104	0.06943830107209661	0.15772307091413876
7158	TP53BP1	0.007565167993063818	1	1
7159	TP53BP2	-0.52980428122316	0.15744601235856892	0.3088775958466437
7161	TP73	2.0086512161734524	1.389717676181517e-6	1.7897183724573713e-5
7163	TPD52	-0.8297394445593974	0.0016237906939671513	0.007191951378244076
7164	TPD52L1	-0.17112866914515018	1	1
7165	TPD52L2	-0.2760394002370098	1	1
7166	TPH1	-0.22470964872208044	0.9944379090430119	1
7167	TPI1	-0.8449920077095323	2.695980244083836e-5	2.2954532963780528e-4
7168	TPM1	0.10401733123785169	1	1
7169	TPM2	1.1262529550461209	0.03885378505879889	0.09803538624302809
7170	TPM3	-0.47704907445476413	0.05280730375947946	0.12583868129918507
7171	TPM4	-0.18882650457395977	1	1
7172	TPMT	-0.2760966952975249	1	1
7174	TPP2	0.19624834940788766	1	1
7175	TPR	-0.10767716783645344	1	1
7177	TPSAB1	6.591261873129373	2.5817714004226067e-4	0.001532612873056059
7178	TPT1	-0.45610633258914124	0.581447896412326	0.8900092255639674
7179	TPTE	4.685236880233768	1.131846288178659e-14	1.444373057205445e-12
7180	CRISP2	0.9350756615031539	0.19581432907311605	0.36921881552462893
7181	NR2C1	-0.048345033137121386	1	1
7182	NR2C2	0.035335315721866795	1	1
7184	HSP90B1	-0.5947893628044161	0.03783446831792226	0.09580788513555877
7185	TRAF1	0.7862845659385393	0.15188538407177102	0.3000937080806241
7186	TRAF2	-0.10288455196469572	1	1
7187	TRAF3	-0.09591868732187643	1	1
7188	TRAF5	1.096751208174282	0.005356708247081224	0.019139801264303796
7189	TRAF6	-0.10360030415361202	1	1
7200	TRH	-0.16158432703982173	1	1
7201	TRHR	0.8031990728660807	0.23917155966442674	0.43511287025178585
7203	CCT3	-1.1095972004666892	1.917909079122268e-15	2.8044092756943386e-13
7204	TRIO	0.04935098845486949	1	1
7205	TRIP6	0.7291330924633621	0.2842288571774031	0.5006331366580836
7216	TRO	0.005868721104418332	1	1
7220	TRPC1	-0.11876621510086105	1	1
7222	TRPC3	2.191521752473529	3.487446202524367e-4	0.001973439055102206
7223	TRPC4	2.5036486968876064	1.2570965414292492e-7	2.235593308812016e-6
7224	TRPC5	1.4825000907467696	0.010569526845715714	0.033406177914048346
7225	TRPC6	4.454115113802601	9.910619073156963e-9	2.4124623723051216e-7
7226	TRPM2	1.343190981202609	0.009888201865305308	0.03169582646290409
7227	TRPS1	1.524129259047218	4.3392988076080796e-6	4.8139239037405546e-5
7247	TSN	-0.5015288130354835	0.22239735045118297	0.4097875740702401
7248	TSC1	0.21958892294650115	1	1
7249	TSC2	0.8370697003517571	2.570095639411694e-4	0.0015282669806114834
7251	TSG101	-0.7065430326753652	0.01682600808962637	0.04913166361602729
7252	TSHB	0.8640882928165028	0.2515297873438196	0.4530936095740838
7253	TSHR	4.518176999469499	4.151126343913865e-12	2.6169495897440225e-10
7257	TSNAX	-1.6691652873302953	9.744422626158892e-13	7.199247818119356e-11
7258	TSPY1	0.09127122428836662	0.4858622592371639	NA
7259	TSPYL1	-0.5925761527770553	0.1386379295759387	0.2779289939082986
7263	TST	-0.5513637613343372	0.48850698669349357	0.7749569134195886
7265	TTC1	-0.5459049402992392	0.10605051203775265	0.22298777526132613
7266	DNAJC7	-0.3058745730863917	1	1
7267	TTC3	-0.2362796704484087	1	1
7268	TTC4	-0.0701347620731433	1	1
7270	TTF1	-0.5671182138003	0.23198810105026188	0.4242805051432567
7272	TTK	1.756060654621102	0.0015866989930802382	0.007049912217408207
7273	TTN	1.823677999892287	9.865803020775086e-35	1.0386717420272011e-30
7274	TTPA	3.466323388409446	3.73120719365781e-7	5.77678666688668e-6
7275	TUB	-0.1895049447795199	1	1
7276	TTR	-0.7570555651988793	0.3032577086428048	0.5270467767330863
7277	TUBA4A	-0.29326095703093596	1	1
7278	TUBA3C	1.6682943044592404	0.04647475525309872	0.11340508130829141
7280	TUBB2A	-0.8016025399041744	0.0017996750329767775	0.007832566658610795
7283	TUBG1	-0.3787886880072545	0.7093264393974087	1
7284	TUFM	-0.6906784295308575	0.0013731358634084289	0.0062164585551339234
7286	TUFT1	-0.432459189188721	0.4677729501199931	0.7496329429733294
7287	TULP1	3.5626748571383673	4.81659011703882e-7	7.2183716373216656e-6
7288	TULP2	2.1040883376864734	0.0042102643903877525	0.015754634264084685
7289	TULP3	0.8627003282136344	0.008016036346942255	0.02666018975220599
7290	HIRA	-0.21251673439583518	1	1
7291	TWIST1	3.898366009124447	1.1934700600051612e-13	1.1218618564048516e-11
7292	TNFSF4	0.6873015368927953	0.3132725014491244	0.5407661740049814
7293	TNFRSF4	2.094749307821765	0.01434349177207957	0.04312058291731974
7294	TXK	3.0202032977762996	1.1321065050558925e-4	7.731960613187439e-4
7295	TXN	-0.9985351280468255	1.9458553811817195e-5	1.7434864215388208e-4
7296	TXNRD1	-0.7893665243247143	0.0014913988233059066	0.006681466728410463
7297	TYK2	0.5622784851594076	0.05537373656528397	0.1309705870026166
7298	TYMS	0.40901661002751005	0.6843777622013028	1
7299	TYR	0.7027931751354287	0.12999545788189731	0.26377634087314217
7301	TYRO3	-0.11572217691313859	1	1
7305	TYROBP	0.5235213262229518	0.15770897574870638	0.3092782148984597
7306	TYRP1	1.3273538616641323	0.06012703668083565	0.13992583922648097
7307	U2AF1	-0.35106754493544107	0.7957140773976165	1
7311	UBA52	-0.7819631275342441	1.2782834115009737e-4	8.550043047193299e-4
7314	UBB	-1.0794467234081793	2.2129282220588304e-10	8.693174746953495e-9
7316	UBC	-1.3697976367729654	1.0492517871518635e-17	2.6942738573499555e-15
7317	UBA1	-0.38753712916332494	0.49599891609219626	0.7843599832697924
7318	UBA7	2.351019491533385	7.367029495351218e-5	5.357159135075847e-4
7319	UBE2A	-0.895387690363271	5.913724567969906e-7	8.575715186169032e-6
7320	UBE2B	-1.0534179661778116	2.75334904742305e-7	4.4020134808306566e-6
7321	UBE2D1	-0.8810795947728772	0.0012769532625207195	0.005840036467340632
7322	UBE2D2	-0.6705891706205779	0.004992441613318684	0.018066852137365228
7323	UBE2D3	-0.9535859387081352	3.311262302631262e-8	6.916859032163081e-7
7324	UBE2E1	-0.9705645341704391	2.699679380673659e-4	0.0015904994135272682
7325	UBE2E2	-0.6207672350915097	0.10850010476693367	0.2270279796393075
7326	UBE2G1	-0.4768064126914273	0.2941648575326162	0.5143610064944998
7327	UBE2G2	-0.07903327920644122	1	1
7328	UBE2H	-0.416733351174726	0.27493370794014943	0.48724889776852004
7329	UBE2I	-0.6417756208253463	0.008235325601460647	0.027298963454715896
7332	UBE2L3	-0.6399033099673979	0.01882421701679866	0.05378785635848997
7334	UBE2N	-1.0243592981326923	2.2599762193061e-10	8.84499243005748e-9
7335	UBE2V1	0.33990287491567117	0.39406836727998273	0.6539646549059991
7336	UBE2V2	-0.6377378198042654	0.003663774476202139	0.014056930643387798
7337	UBE3A	-0.12807299149924353	1	1
7341	SUMO1	-0.6822602991977816	0.003661034396826391	0.014048977630686438
7342	UBP1	0.0354029295648961	1	1
7343	UBTF	-0.48297587122224317	0.10869696638311128	0.22732651213376948
7345	UCHL1	-0.899846146948751	1.1639293090774099e-8	2.788133735146068e-7
7347	UCHL3	-0.544979308584281	0.421577534178902	0.6906353815973671
7348	UPK1B	3.2193697237323056	0.0026387647235188074	0.010707618041705919
7349	UCN	0.1915426216525815	1	1
7350	UCP1	3.666057446801988	2.016726585958155e-6	2.4789372442460545e-5
7351	UCP2	-0.5389719501663219	0.4124669182114748	0.6788793425983595
7352	UCP3	1.8389659298283325	9.514929399682498e-6	9.41919856322119e-5
7355	SLC35A2	-0.163232768274231	1	1
7356	SCGB1A1	4.033484973803666	2.677286201938054e-5	2.281381556778942e-4
7357	UGCG	-0.5151703799955502	0.3820986853333889	0.6382254417245626
7358	UGDH	0.2655533477697326	1	1
7360	UGP2	-0.20557008093109158	1	1
7363	UGT2B4	2.252318023872616	0.01990277811000379	0.056213668126658595
7364	UGT2B7	4.474143783910157	1.2880161666769842e-7	2.2828677109049308e-6
7367	UGT2B17	0.8794741643249366	0.04027179376828173	0.10095998209131327
7368	UGT8	3.1751771560702835	2.9939523651273474e-7	4.750614996241253e-6
7369	UMOD	4.289976855453208	6.861491270429047e-6	7.092565546890232e-5
7371	UCK2	0.21439353071074693	1	1
7372	UMPS	0.09784034929019728	1	1
7373	COL14A1	1.555754281006784	0.004914827233448671	0.01782100951050374
7374	UNG	-0.10906511785220128	1	1
7375	USP4	-0.005386546272011717	1	1
7376	NR1H2	-0.02869769261210219	1	1
7378	UPP1	-0.3754576273450563	0.7162370284854747	1
7379	UPK2	1.0107613810137854	0.12440338296957218	0.2540923107777003
7380	UPK3A	0.5161639191036275	0.41483331959486547	0.6816020583214583
7381	UQCRB	-0.9298905933147422	0.002485408864860151	0.010211272011413725
7384	UQCRC1	-0.791333724771836	0.001681429281210026	0.007394355669414851
7385	UQCRC2	-0.7344994444858675	0.004429447772963918	0.016381363514367392
7386	UQCRFS1	-1.0916568190121336	1.5806327650253453e-5	1.4558969160268447e-4
7388	UQCRH	-1.0212282169699929	0.0011161615096429935	0.005214532226989765
7389	UROD	-0.7174297741418585	0.01749638431400242	0.05073035914563963
7390	UROS	-0.7511649367030757	0.007369123419716565	0.02489399369894946
7391	USF1	-0.7098960631648923	0.024690064206388935	0.06729848025152353
7392	USF2	-0.3386677003180207	0.835531287204211	1
7398	USP1	-0.751117598665582	0.012825556274714238	0.039264837879958964
7399	USH2A	3.6615517815881526	4.047750736186243e-24	4.4857599737440805e-21
7401	CLRN1	4.880815237518408	3.393013249893078e-5	2.800599254792186e-4
7402	UTRN	1.3062854754325781	2.7764079887291704e-4	0.0016320504358090847
7403	KDM6A	-0.06310836058527336	1	1
7404	UTY	0.13498507961581	1	1
7405	UVRAG	-0.2635731489035262	1	1
7408	VASP	-0.2908727423457609	1	1
7409	VAV1	4.8534048951290885	7.489348111187125e-11	3.2990735110702116e-9
7410	VAV2	0.1615255808630884	1	1
7411	VBP1	-1.2053495297669377	1.400063514539191e-14	1.765253734259713e-12
7412	VCAM1	3.3351869764478472	3.861257563937189e-7	5.94752298948511e-6
7414	VCL	-0.1781312290828756	1	1
7415	VCP	-0.549627626861056	0.06664456329409305	0.15234345921753215
7416	VDAC1	-0.8279793044310819	5.984732828775087e-6	6.291289787453232e-5
7417	VDAC2	-0.7566764602684999	0.004790240713410583	0.017447380809820657
7419	VDAC3	-0.9161219737729753	3.8347314481535053e-7	5.919799124197419e-6
7421	VDR	2.9216408364973527	7.235466465058195e-11	3.21413463899294e-9
7422	VEGFA	-0.35602848401834675	0.7942053600631995	1
7423	VEGFB	-0.41112771454986086	0.4992484360263168	0.7886102827434452
7424	VEGFC	1.6633300613904967	0.029209759089329306	0.07731498270080678
7425	VGF	-0.26396310562624853	1	1
7428	VHL	-0.19206323392141164	1	1
7429	VIL1	3.4807267467348666	3.888901328904423e-6	4.37980747329737e-5
7430	EZR	-0.22520291532178482	1	1
7431	VIM	-0.032989337430978025	1	1
7432	VIP	0.1502473617783717	0.849164763863477	1
7433	VIPR1	0.6896486761391432	0.2483715644682219	0.4486327238091173
7434	VIPR2	3.917498595189413	2.5856860325639483e-8	5.555531132823112e-7
7436	VLDLR	-0.11910642161303647	1	1
7439	BEST1	0.8124164548986142	0.10212247405382452	0.2161313512591546
7441	VPREB1	0.5167523654176741	0.23035817468436062	0.4216832021559372
7442	TRPV1	1.0522352267873152	1.606824963407046e-4	0.0010356077878634455
7443	VRK1	-0.5402289102437812	0.4385009264800393	0.7118244937139547
7444	VRK2	0.4142324482641939	0.7025406532534807	1
7447	VSNL1	-0.08019849597928361	1	1
7448	VTN	-0.608020077756651	0.32401971590724754	0.5567618033411951
7450	VWF	2.480607545900973	2.4139049910578653e-4	0.0014534510578128228
7454	WAS	1.818095536896025	0.013217908723151433	0.04023074386740049
7455	ZAN	3.5788099900443235	2.068566462823624e-9	5.909869123638294e-8
7456	WIPF1	0.5898073770813897	0.40415121442627555	0.6671742823174958
7458	EIF4H	-0.5082426732108952	0.16496744579212175	0.321446838663605
7461	CLIP2	-0.010006462140217765	1	1
7462	LAT2	1.7596717849684596	0.012190167241980854	0.03759170495711026
7464	CORO2A	0.37315383471836044	0.7398290927988498	1
7465	WEE1	-0.5787294081782911	0.24537146549483047	0.4439989580218878
7466	WFS1	-0.34125819901556415	0.8541390348446531	1
7471	WNT1	1.7421598274419772	0.030137190269604812	0.07929840692540384
7472	WNT2	3.7109149949212674	1.747756723448322e-4	0.0011090282682879127
7474	WNT5A	0.6084589060634089	0.2643515254746504	0.4720727644940166
7475	WNT6	4.91029366737281	5.649424610006886e-4	0.0029517192205534737
7476	WNT7A	1.5621802066770334	0.04636409129313459	0.11322689703876616
7477	WNT7B	1.300575665478216	0.027595930138467083	0.07386980739836803
7478	WNT8A	1.3806376558824967	0.060522727446417755	0.14054996681501844
7479	WNT8B	2.4369481499927836	5.397488696032553e-4	0.0028391087180529963
7480	WNT10B	-0.015755071930764815	1	1
7481	WNT11	0.5945226686029462	0.4520063368181406	0.7294179512601754
7482	WNT2B	1.0585902952130664	0.01844966841074085	0.05291870563364111
7483	WNT9A	-0.062353242806156166	1	1
7486	WRN	0.5231355480923248	0.2477433695989716	0.4475364095981423
7490	WT1	2.830194287846172	0.003389936618453282	0.013154903324392243
7494	XBP1	-0.8436171563906206	0.01995496998928164	0.0563308550870511
7498	XDH	1.966291151187244	2.62182119290033e-6	3.115410103708203e-5
7499	XG	3.5944087739069785	8.999817023722903e-5	6.367612474849108e-4
7504	XK	-0.6636991024244725	0.13179934807096036	0.2667759842555588
7507	XPA	-0.3149891671365462	0.9571409627008772	1
7508	XPC	-0.14302208826535134	1	1
7511	XPNPEP1	-0.5334150999564212	0.11013015828368203	0.229798891370648
7512	XPNPEP2	2.810624990393575	0.0020052152424854877	0.00854865603275449
7514	XPO1	-0.21612629019079713	1	1
7515	XRCC1	-0.025758561447830133	1	1
7516	XRCC2	2.238060269765905	4.411530320249351e-5	3.4829089772467315e-4
7517	XRCC3	0.3597919992136777	0.8195563583938719	1
7518	XRCC4	-0.20893644392805436	1	1
7520	XRCC5	-0.5641261695060865	0.004553432463606714	0.016744162408959654
7525	YES1	-0.6695791120144293	0.07603827494271542	0.16953218098197964
7528	YY1	-0.5750992944045954	0.023284087344435184	0.06408363905967294
7529	YWHAB	-0.8011214139074232	1.0586289114779772e-5	1.0319671463000133e-4
7532	YWHAG	-0.6045049615080781	0.0017535656478287443	0.007663569589182657
7533	YWHAH	-0.9365970102327295	9.132351463430191e-11	3.916309417800124e-9
7534	YWHAZ	-1.0573115867456246	6.7044284420324964e-15	8.823027829714765e-13
7535	ZAP70	3.0622595555751975	7.30027838766632e-5	5.320922538507378e-4
7536	SF1	-0.19301257543604725	1	1
7538	ZFP36	0.36189340500903383	0.800874544912524	1
7539	ZFP37	-0.5899275439803768	0.23976620344293026	0.4358933845358608
7542	ZFPL1	-0.17782170454169682	1	1
7543	ZFX	0.4478828270832734	0.4485795218425589	0.7249992640402917
7544	ZFY	-0.06392288313690542	1	1
7545	ZIC1	1.1294684488501903	0.06269092804638164	0.1449138413596017
7546	ZIC2	1.7400453746446098	0.004495482381971947	0.01655770296792426
7547	ZIC3	0.9498103654237415	0.15459704030461316	0.3043376290813327
7549	ZNF2	0.5328388362990322	0.35738635459404594	0.604330796846469
7551	ZNF3	0.13409877607671317	1	1
7552	ZNF711	-0.5499605812120858	0.04490268377402251	0.11022043711189297
7553	ZNF7	-0.4218374307906443	0.6222474011912835	0.9376420336921669
7554	ZNF8	0.08258803420004396	1	1
7555	CNBP	-1.0087873759795862	1.0115364657550635e-12	7.389914173182947e-11
7556	ZNF10	-0.6283448356826831	0.09813236251122064	0.2092430405100012
7559	ZNF12	-0.5061222580084053	0.26777067814523364	0.4769347311880765
7561	ZNF14	-0.13236992820303695	1	1
7562	ZNF708	-0.35383815502209787	0.8079585354764242	1
7564	ZNF16	-0.16296720689280136	1	1
7565	ZNF17	0.38318405909017866	0.7313336289750525	1
7566	ZNF18	0.5661943913889588	0.24767565768444086	0.4474776557369531
7567	ZNF19	-0.28358507549468837	1	1
7568	ZNF20	0.05831219712551881	0.5173900468432359	NA
7569	ZNF182	0.03390222791320823	1	1
7570	ZNF22	-1.1386652020253407	5.238719982796898e-7	7.7625959153956e-6
7571	ZNF23	0.05856700593394542	1	1
7572	ZNF24	-0.7633532497120145	8.638303649184724e-5	6.151103200447533e-4
7574	ZNF26	-0.562063235228977	0.3565898791852004	0.603274666248078
7576	ZNF28	0.10043990049811566	1	1
7579	ZSCAN20	0.08390268003634421	1	1
7580	ZNF32	-1.0779204065723387	2.1106190368303657e-4	0.001297932080592879
7581	ZNF33A	-0.16194999706938154	1	1
7582	ZNF33B	-0.10255627686984849	1	1
7586	ZKSCAN1	-0.2293658613376624	1	1
7587	ZNF37A	0.47120549678771856	0.4816677326313144	0.766590761775129
7589	ZSCAN21	-0.2558838955709342	1	1
7592	ZNF41	-0.3906794147424959	0.7347565331938242	1
7593	MZF1	0.250034829139431	1	1
7596	ZNF45	-0.20712315648385105	1	1
7597	ZBTB25	0.12462844725952621	1	1
7620	ZNF69	1.5861206918588835	0.001196962188225128	0.005530663997206121
7621	ZNF70	0.7882582851549357	0.07093815721015333	0.1605582971317842
7625	ZNF74	-0.27149541425872653	1	1
7626	ZNF75D	-0.4724837286940687	0.41848700897698354	0.6865338886653186
7627	ZNF75A	-0.018132245390512912	1	1
7629	ZNF76	0.3934714420198513	0.672194107406744	0.9967407834898875
7633	ZNF79	-0.010254363894209514	1	1
7634	ZNF80	1.5159592305919953	0.010218665015959664	0.03253655082051213
7637	ZNF84	-0.13259375892967684	1	1
7638	ZNF221	1.5004822748958964	8.617757956878104e-5	6.142705197698894e-4
7643	ZNF90	2.307722897981041	5.154870729450556e-5	3.99194402645498e-4
7644	ZNF91	0.981441376068879	0.0011728176429560086	0.005441791161322546
7652	ZNF99	3.2406423435340015	7.187570507910382e-5	5.258564441089681e-4
7673	ZNF222	-0.31805951595231685	0.926389351778683	1
7675	ZNF121	0.3689725406947045	0.80061437426024	1
7678	ZNF124	0.7777866584119528	0.1011819659257949	0.2145506016650088
7681	MKRN3	-0.2851014491078006	1	1
7690	ZNF131	0.2892900993443377	1	1
7691	ZNF132	0.17198977269891952	1	1
7692	ZNF133	-0.005949494646654223	1	1
7693	ZNF134	-0.2742612455983151	1	1
7694	ZNF135	0.2336737466773955	1	1
7695	ZNF136	-0.41638186016743484	0.6472712980179993	0.9678273292903703
7697	ZNF138	-0.35762848785091583	0.7831489900742025	1
7699	ZNF140	-0.19284358509924251	1	1
7700	ZNF141	0.6418558377444882	0.21374673843491798	0.3964283735123432
7701	ZNF142	-0.2237939485421936	1	1
7702	ZNF143	0.10238124876690466	1	1
7704	ZBTB16	0.1896299771361031	1	1
7705	ZNF146	-0.6765191688327485	0.009330959179225719	0.030217267991045328
7706	TRIM25	0.21940958390426285	1	1
7707	ZNF148	-0.2906932822819514	1	1
7709	ZBTB17	-0.4900733136127516	0.2891906373189107	0.5076023724063842
7710	ZNF154	-0.05773358124672695	1	1
7711	ZNF155	0.05936183225621017	1	1
7712	ZNF157	0.13552236616574775	1	1
7716	VEZF1	-0.3748605705741394	0.6695603472295806	0.993605093471425
7718	ZNF165	0.3284811420593569	0.8726156063404449	1
7727	ZNF174	-0.008160548113186807	1	1
7728	ZNF175	-0.29583652111345904	1	1
7730	ZNF177	0.4561395071760255	0.13399001323806317	0.27031653911475123
7732	RNF112	1.044346778960821	7.664924630961515e-4	0.0038064304959793786
7733	ZNF180	-0.4797304514138598	0.5259563581371556	0.8217970523104741
7737	RNF113A	-0.7195170079178221	0.08966542631414609	0.19389906711211463
7738	ZNF184	-0.1974137292891974	1	1
7739	ZNF185	0.26537643881511547	1	1
7743	ZNF189	-0.013047994103938526	1	1
7748	ZNF195	-0.27409085966236624	1	1
7750	ZMYM2	-0.2959199043140248	1	1
