hgnc_symbol	entrezgene_id	meanlogFC
IL1R1	3554	0.11321874925533049
TPO	7173	0.11318850402611424
CNBP	7555	0.11311803353159622
TSPEAR	54084	0.11310885680773364
BLID	414899	0.11307017199018743
HPCAL4	51440	0.11302035474007877
POLB	5423	0.11286825144352752
DHRS2	10202	0.11272624381829077
SOAT2	8435	0.11271629987330156
EFR3B	22979	0.11266223832041344
GNB3	2784	0.1126609477170466
PCTP	58488	0.11262033521506121
HRK	8739	0.11258719461817401
FAAP24	91442	0.11257016724613012
CDX1	1044	0.11255164980071664
HELZ2	85441	0.11254494973522045
NFKBIE	4794	0.1123480616656316
ABLIM1	3983	0.11232672717852132
ZNF701	55762	0.11227191181184804
REEP6	92840	0.11225410725586293
NMUR1	10316	0.11223857415970784
CD1D	912	0.11220492020912332
LINS1	55180	0.11200377445749199
MFSD10	10227	0.11188687713039869
UBE2L6	9246	0.11175721662429616
PHOX2A	401	0.11170407201360755
TMEM97	27346	0.11166051668547228
MORF4L2	9643	0.11163565632065175
GCNT2	2651	0.11163120882572786
SMAD6	4091	0.11155031503518753
TRAPPC13	80006	0.11146393445840586
MYBPH	4608	0.11145864262023375
WEE1	7465	0.11142365902459517
ANKRD53	79998	0.11140635862417314
TTC30A	92104	0.11132011379720019
UIMC1	51720	0.11125473928013108
H3-3B	3021	0.11123142774006922
DSC2	1824	0.11117405221615773
STPG4	285051	0.11112661264687329
FANCG	2189	0.11106538060456872
IRX1	79192	0.11103544674640542
APCS	325	0.11098541159051045
EVC2	132884	0.11093110600961964
MAD2L2	10459	0.11080321431521245
SLC16A4	9122	0.11077071904133806
SELENOO	83642	0.11072739877745574
KBTBD8	84541	0.11065587644825658
TRAF1	7185	0.11050639529949358
BARHL1	56751	0.11049816300845539
CNTN1	1272	0.11048686196622803
HSD11B2	3291	0.11047223757046076
LMBR1L	55716	0.11045646306361556
MED28	80306	0.11041974099466012
E2F3	1871	0.11037609649808244
NR1D1	9572	0.1103513686634976
GALR3	8484	0.11033575140691765
CTBS	1486	0.11025148262142048
EN2	2020	0.11023967429755155
PGF	5228	0.11017595585137796
USE1	55850	0.11010934616727619
WDR86	349136	0.10999506560175831
WDR88	126248	0.109990339140702
EPHA2	1969	0.10986404051311238
DENND1C	79958	0.10983340910453387
NPAS1	4861	0.1098329899297874
MANBA	4126	0.10978615639016764
SRSF5	6430	0.10977989610336536
FOXN4	121643	0.10976311656896476
ZNF785	146540	0.10974781686929713
CEND1	51286	0.10968160138281435
FGF19	9965	0.10966209763920975
ITGBL1	9358	0.10957530964683881
UTP4	84916	0.10956095741548832
UBAP1	51271	0.1094646779183055
FDFT1	2222	0.10942985966274232
SLC37A2	219855	0.10939513164889059
CYP2S1	29785	0.10939416803784852
NEDD1	121441	0.10934246032993444
IRF6	3664	0.10934173809667413
ZNF747	65988	0.10933722927523526
HEY2	23493	0.10928697605875604
JAML	120425	0.10916282767309005
SMO	6608	0.10911732614483771
SARAF	51669	0.10903821557814197
DMWD	1762	0.1089934901995786
PRR30	339779	0.10898642904800537
PLPPR2	64748	0.10888390860081909
TMEM61	199964	0.1088306399818384
TAP2	6891	0.10875468699987278
FBLIM1	54751	0.10872799865253979
PRDX2	7001	0.10871154951753637
IDUA	3425	0.10865336412279136
SNRPF	6636	0.10864000089673276
GNPDA1	10007	0.10860022124761715
TNIP1	10318	0.10855386187996707
TRIM21	6737	0.10853256951176915
HDGFL1	154150	0.10843734258171711
HOGA1	112817	0.10841124940704328
GALM	130589	0.10840260458567252
SIX2	10736	0.10835341335937354
TEX15	56154	0.10833402328526143
FILIP1L	11259	0.10816669272379364
ILK	3611	0.10814594745213846
MAP4K3	8491	0.10791494874333551
POU3F2	5454	0.10790690935964964
C17orf97	400566	0.10787603412205238
RBM17	84991	0.10780013067411653
INSIG1	3638	0.10779435358443301
CLEC4G	339390	0.10763436636311896
ORMDL3	94103	0.10761338413307397
ATP13A4	84239	0.10748960379391415
KCNJ8	3764	0.10742992341112911
TMEM255B	348013	0.10721840530467563
ABHD4	63874	0.10720424390525052
DXO	1797	0.10715100362777674
ERN2	10595	0.10709541878858664
CYB561A3	220002	0.10698745245534313
CD1C	911	0.10698706258238122
NEK5	341676	0.1069297633439592
ARHGEF5	7984	0.10692879144806655
PTGIR	5739	0.10689881612652918
KRT18	3875	0.10685663212662755
NRF1	4899	0.10682336887117794
NLRC3	197358	0.10670930623390262
H2AC4	8335	0.10668304085181779
ENKUR	219670	0.10657401657858045
IL6	3569	0.10629877457872583
MGST2	4258	0.10619289423792466
BMP2	650	0.10618250489374326
TMC6	11322	0.10615776682077005
CCDC78	124093	0.10615113870786219
BTBD3	22903	0.10601398060431588
NFATC1	4772	0.1059729325829113
MMS19	64210	0.10596465802070121
WNT7A	7476	0.10592550646111043
VENTX	27287	0.1059028628984362
HCAR1	27198	0.1058142850427406
BANK1	55024	0.1057822146710663
ZBTB34	403341	0.10574359515086496
PCK2	5106	0.10572722259299905
LRIT1	26103	0.10567526118987436
APOM	55937	0.10560361564844012
TBX3	6926	0.1055343376507265
ZNF678	339500	0.10543064272032643
GRIK5	2901	0.10527462330399562
M6PR	4074	0.10526144378048397
ZC3HC1	51530	0.10522110485598235
B3GAT1	27087	0.10518242246711029
FLACC1	130540	0.1050850053438972
SOX1	6656	0.1050718371663697
SAP30	8819	0.10505012457589302
SIN3B	23309	0.1050410537478057
SPPL2A	84888	0.10502918956269802
BEX2	84707	0.10498689659927596
LPIN2	9663	0.1049844964920279
IL13RA2	3598	0.10495845342927934
TRAF7	84231	0.10492067326769527
MAPK3	5595	0.10478856765507505
UPF3A	65110	0.1047827620403452
CIB2	10518	0.10476805311751614
TRIM39	56658	0.10470208066203401
TIRAP	114609	0.10465368408327169
MRPS12	6183	0.10463886863624516
SPACA9	11092	0.10461262182400777
CASP5	838	0.10460941117597411
TSEN2	80746	0.10460624253911321
PIM2	11040	0.10459403039036319
ALKBH1	8846	0.10458858944638783
PARP12	64761	0.10451226126223512
SOX17	64321	0.10450966669087558
ESRRB	2103	0.10446993209962052
HTR1E	3354	0.10435440696540832
DCAF15	90379	0.1043010144026888
PLEKHG5	57449	0.10422796286550584
WNT6	7475	0.1042278849625653
RPS21	6227	0.10419361203099431
ZNF280D	54816	0.10412287913914087
COLCA1	399948	0.10397249300410127
CHTF18	63922	0.10396874177965953
IP6K2	51447	0.10390982737575793
PACSIN2	11252	0.10386582600435501
TRPV3	162514	0.10370157876662622
IMPDH1	3614	0.10367792992663372
ERI1	90459	0.10365431156334859
MYOM2	9172	0.10354590835692301
WRAP53	55135	0.10351209566313724
ECI2	10455	0.1034816525156903
IGF2BP2	10644	0.10347123815630521
TMEM120A	83862	0.10347068521392178
LCT	3938	0.10346152213825643
BNIP3	664	0.10335757131649981
ZNF589	51385	0.10333144620716128
NOP10	55505	0.10326157070704234
MESP1	55897	0.10318820530497774
IFRD1	3475	0.10318509117053054
PSD	5662	0.1031823263466487
PLA2G2A	5320	0.10317376076878215
SRA1	10011	0.10315165227687162
SLC66A1	54896	0.10310612376327599
RAE1	8480	0.10300971930867231
MIER1	57708	0.10300027999554828
LDB1	8861	0.10298676209688207
ZNF577	84765	0.1029726594838154
PAPOLA	10914	0.10296709323144171
IKBKE	9641	0.10284979422322849
GAS2L1	10634	0.10280316310664173
NOTCH4	4855	0.10277767621972389
C7orf33	202865	0.1026084750755909
SGO2	151246	0.10254752147205304
DZIP1	22873	0.10250964369357218
RAX2	84839	0.10246362448667456
CYSTM1	84418	0.10242495182214562
PARP8	79668	0.10241633287833096
GART	2618	0.10238880000168882
PABPC3	5042	0.102280375456556
LARGE1	9215	0.10226938063688928
LSMEM1	286006	0.10223241459700505
SLC30A8	169026	0.10217397748589274
CFAP300	85016	0.10210234961254283
SHMT1	6470	0.10208363998471626
DBN1	1627	0.10206465912404994
HVCN1	84329	0.10196524648760086
DMXL2	23312	0.10196367059307754
DLX6	1750	0.10189481803995681
CLK2	1196	0.1018727166418616
GIPC3	126326	0.10185428098285687
CRYZL1	9946	0.10181914749725562
GRAMD1A	57655	0.10180122022151705
ENGASE	64772	0.10179371972425955
KCNJ15	3772	0.10178037715044663
TDRD10	126668	0.10177982569579092
ANP32B	10541	0.10177168025026262
PLXNA3	55558	0.10173199601698357
TMC1	117531	0.10172995073899305
PRSS55	203074	0.10159736594300539
RPS19	6223	0.10156463074789324
PLCD1	5333	0.10155165811737366
PCDH12	51294	0.10154941932573802
CACNA2D4	93589	0.10148814296710196
NFRKB	4798	0.10147660141191484
NAB2	4665	0.10145998693293246
ERF	2077	0.10145281182987187
SLC26A6	65010	0.10142273273547664
CTSW	1521	0.10140613513822005
PFKFB4	5210	0.10137513537555076
SETDB2	83852	0.10135037895672294
NTF3	4908	0.10133244359246474
KCNJ5	3762	0.10129458319248696
OBSL1	23363	0.10128353938700707
RMDN3	55177	0.10123677965071298
MAML3	55534	0.10123221273129257
WLS	79971	0.10118753800555025
RPS16	6217	0.10118344439393034
ADAMTS16	170690	0.10115666287242187
CMTM4	146223	0.10115465849940541
COL22A1	169044	0.1010942748171404
FGFBP1	9982	0.10106050986063941
EEF1AKMT3	25895	0.10105934050718668
PIGG	54872	0.10105048002224848
MFSD13A	79847	0.10089765386091853
AMZ2	51321	0.10086137764119751
DNPEP	23549	0.10077494354425642
ZNF440	126070	0.10076413196966882
TMOD4	29765	0.10073328358697387
METTL27	155368	0.10068695058565202
NOTCH1	4851	0.10061105184649755
RBM43	375287	0.10058594572388602
DDOST	1650	0.1005648356022455
SLC25A34	284723	0.10056087707904515
XKR8	55113	0.10053988912604961
ISL2	64843	0.10029168450822201
VGLL4	9686	0.10024163666328612
HEATR3	55027	0.10011685977592011
PDSS1	23590	0.10005736998726489
PCSK7	9159	0.10005216534212114
PTRH1	138428	0.09999130567413239
BCO2	83875	0.09996109311811097
PLAC1	10761	0.09990410565232954
APEX2	27301	0.09985831404846568
SCUBE2	57758	0.0997336927483734
SLC35F5	80255	0.09971686435174343
ACHE	43	0.09963720619046601
APOBR	55911	0.09959274609709867
FAM104A	84923	0.09959087927772803
CLEC2D	29121	0.09956687775358386
NIBAN2	64855	0.09943913117341152
AXIN2	8313	0.0993742734621823
HAUS3	79441	0.09931344096693362
MLXIPL	51085	0.09920168291766762
CFD	1675	0.09912953074197484
MAPK8IP2	23542	0.09912323905593201
M1AP	130951	0.09903236374318936
PLD2	5338	0.09899881612705519
TBC1D32	221322	0.0988794742626502
LRRC34	151827	0.09881728255764033
FAM189B	10712	0.0987389802152503
RPA4	29935	0.09872030541129151
CATSPERG	57828	0.09867139301972827
KLK2	3817	0.09867118267772401
IFI27L2	83982	0.09864743676875198
CUL4A	8451	0.09864495515979943
TRABD	80305	0.09858698143599076
PAX5	5079	0.09858377255388673
ATP6V1C2	245973	0.09834618543852258
BTN3A1	11119	0.09829999240263243
PI15	51050	0.09829751213116067
PCED1A	64773	0.09828860553222363
ST7	7982	0.09824551808123516
NEK1	4750	0.09808597882051462
CYHR1	50626	0.09801533552737984
ZNF467	168544	0.09797631384492167
INSL3	3640	0.09797341849524477
DCN	1634	0.09797338390332433
MBNL3	55796	0.09796436577094791
TLX2	3196	0.09792536129057083
FGF22	27006	0.0979186198288362
PCBD1	5092	0.09791127045726444
MGAT4C	25834	0.09790677791365576
PLXNA4	91584	0.09789334568763763
ATP6V1E2	90423	0.09785979713308057
DBR1	51163	0.09781664336703022
CAPN15	6650	0.09775309075368055
LORICRIN	4014	0.0976692945200206
ANKZF1	55139	0.0976577849724447
TRIM65	201292	0.09751937983594194
YKT6	10652	0.09745013655739676
TMEM150A	129303	0.09743292895058087
CYTH4	27128	0.09743117445397953
PPP1R2	5504	0.09742792437577208
MAGEC3	139081	0.09742657850603953
B4GALT4	8702	0.0973925908133082
JPH3	57338	0.0973747422420681
GLUL	2752	0.09734615689705617
DUOX1	53905	0.09729641277784618
LZTS3	9762	0.09727239116949704
RAX	30062	0.09720930515793125
RPL19	6143	0.09720343245276952
WDR12	55759	0.09720248493925698
PIH1D2	120379	0.09719389752458474
GPRC5B	51704	0.09709816531472892
CNTLN	54875	0.09697744743752112
ZBTB6	10773	0.0968076535481388
SLC25A35	399512	0.09676994502477765
WDR55	54853	0.0967504303741844
PLBD1	79887	0.09666339642393362
RIOK2	55781	0.09653461792439044
ARID3A	1820	0.09652505846485138
CSN2	1447	0.0964608759382366
HEPACAM	220296	0.09637756355131533
ALDH1A2	8854	0.09637176158744776
FAM131A	131408	0.09625243081489554
LONP2	83752	0.0961903562677584
SERPINB2	5055	0.09613560826253753
SLC26A11	284129	0.09610031812094721
PNPLA5	150379	0.09609999041258188
HRC	3270	0.09608125257504074
MAGT1	84061	0.09602617865248986
TSSK1B	83942	0.09601781949670984
MSS51	118490	0.09599131730501886
RADIL	55698	0.09595796121676203
DDC	1644	0.09591009584226917
SIVA1	10572	0.09590268114617917
RPL28	6158	0.09585897602169968
KRT85	3891	0.09577998060007298
ZNF619	285267	0.09577353068612249
HTRA4	203100	0.09574833606208166
ZNF286A	57335	0.09570332516685509
BSG	682	0.09563372871576448
SEC31B	25956	0.09558917078505758
P3H1	64175	0.09556490534484352
CAPN11	11131	0.0954416312309534
TCF3	6929	0.09543354807766091
RPRD1B	58490	0.09541055004623988
CSMD3	114788	0.09536370077956624
PCYT1A	5130	0.09531430589152867
RELT	84957	0.09530778882891511
YWHAH	7533	0.09530406170172157
TTC31	64427	0.095298047568797
HEXB	3074	0.09529365590437866
H2AC8	3012	0.09527987276330085
IL12A	3592	0.0952336781724572
B4GALNT2	124872	0.09518937618795942
NANP	140838	0.09515405490623019
AFP	174	0.09514001004518668
GGCX	2677	0.0949513635203707
VGLL2	245806	0.09492110696810796
CDCA8	55143	0.09481451647160055
TMEM220	388335	0.09480437481671089
LRP5L	91355	0.09477378142890514
NUP43	348995	0.09472123675076727
MSLN	10232	0.09471553054244719
ACOT11	26027	0.094632850677832
GRK7	131890	0.09462111178503863
MATK	4145	0.09458268711485296
CAND1	55832	0.0945733137992919
PFAS	5198	0.09454323506520845
AMPH	273	0.09443728851201438
ALG2	85365	0.09443319816273599
PTCH2	8643	0.09428617485685509
ZACN	353174	0.09427562237283205
ELN	2006	0.09425554523909607
ABT1	29777	0.09422608290418122
NPRL2	10641	0.09420578565934479
PAXBP1	94104	0.09415078077811634
ARAP3	64411	0.09411337240017215
PRSS21	10942	0.09410286726363104
ORM2	5005	0.09399868247009113
MCM2	4171	0.09389481697557889
L3MBTL4	91133	0.09388412331795681
CSF3	1440	0.09374481521231148
RBM4	5936	0.09372036021731533
GNB4	59345	0.09371860917206654
BARX2	8538	0.09363800319238669
ALS2CL	259173	0.09361915332569604
MYBPC3	4607	0.09360775284159262
ACOX1	51	0.0935592108239569
STING1	340061	0.09352247374674594
ERGIC3	51614	0.0934688180611758
SPATA5L1	79029	0.09343711004181277
GLRX3	10539	0.09343336526217705
NTN1	9423	0.09341736834422498
TLE2	7089	0.0933538280199504
PTCHD4	442213	0.09326949629154901
ABO	28	0.09316613689281272
CATSPER1	117144	0.09308516475306217
RUNDC3A	10900	0.09305934598321919
RBBP4	5928	0.09305598058972775
ZNF528	84436	0.09304241107919253
DNAJC1	64215	0.0930147166986135
EPHA1	2041	0.09301407816517715
RPL37A	6168	0.0929975912954033
ZNF436	80818	0.09297413882889316
KLC3	147700	0.09297187419037511
GPN2	54707	0.09277638706376523
POLA1	5422	0.09274265042743224
CKMT2	1160	0.09272759177088563
CASZ1	54897	0.09272057563716807
NUFIP2	57532	0.09267814831147803
LMX1B	4010	0.09267483039796964
ZNF582	147948	0.09266761712289329
TBRG4	9238	0.0925970591736287
HPS1	3257	0.09259602704920811
ALG1	56052	0.09257565374487253
SMARCD2	6603	0.09243567043637624
CFHR3	10878	0.09230678989319818
BICRA	29998	0.09228246585602307
ZNF778	197320	0.09227915096982864
HSDL1	83693	0.09215447361430407
MAP4K1	11184	0.09206820461215104
DERA	51071	0.09203700079747934
ZNF493	284443	0.09192637201495968
ZP2	7783	0.09187183604711713
TMPRSS6	164656	0.09180764714393286
MGME1	92667	0.0917988013417026
CEP95	90799	0.0917785112599736
GTSF1L	149699	0.0917641565359868
USP29	57663	0.0917381060885698
ERG	2078	0.09172458197812405
NME7	29922	0.0917043764026757
RECQL4	9401	0.09169565639104782
DNAH2	146754	0.09165471318673157
FAM3D	131177	0.09165231579234012
ALX4	60529	0.09164645432623653
TICAM1	148022	0.09163827138008962
CCHCR1	54535	0.09161739346176256
DDX51	317781	0.09161280178168951
GTF2E2	2961	0.09155982488135361
ZAP70	7535	0.09150685219452992
ZFHX2	85446	0.0914617692783235
SPATA16	83893	0.09145585596936545
PTGFR	5737	0.09143625834022329
SPATA33	124045	0.09141106272513833
MAX	4149	0.09140187235510755
RIMBP2	23504	0.0913571138622089
VHL	7428	0.09130084738443411
FABP6	2172	0.09122056094086561
LRRC43	254050	0.09113643799998616
CREM	1390	0.09111247031838499
CYP27B1	1594	0.0911017361139641
FKBP7	51661	0.09103882860563672
EGLN1	54583	0.09099579812616465
SHISAL2A	348378	0.09089825145826858
HSF1	3297	0.09087351185734338
PRICKLE3	4007	0.0907922499029592
TOR2A	27433	0.09072932004355794
SLPI	6590	0.09065518464655531
NAALADL1	10004	0.09063095699352486
BFSP2	8419	0.09054967681317416
SUMF1	285362	0.09045798409066297
ADH4	127	0.09045276126020063
MAML1	9794	0.09043322732307502
MOB3A	126308	0.09039633217906351
TENT5B	115572	0.09039199684858934
ATP9B	374868	0.09034520729779905
MSL3	10943	0.09031389615874286
CPSF4	10898	0.09024881535642315
RAD51B	5890	0.09024472988501797
C1QBP	708	0.09023808879989037
PRKD1	5587	0.09023755996798277
PIDD1	55367	0.09018326811638966
OR51M1	390059	0.09013791162373552
ROBO3	64221	0.09012621741505633
SPATA2	9825	0.09000731435740716
SLC23A3	151295	0.09000403855842487
CDKL3	51265	0.08997260304773347
RELB	5971	0.08995971526090862
MAP1S	55201	0.08987774587610886
GPR27	2850	0.08985746885162538
RBM15	64783	0.08983256664513695
AGBL1	123624	0.0898041196204824
KIAA1324	57535	0.08977209003384035
NKD2	85409	0.08976368189237016
CARM1	10498	0.08976251328883844
LAMTOR1	55004	0.08971757744237063
ATP6V1G3	127124	0.08966863583051587
ALDH3A2	224	0.08954990254640727
DNAH7	56171	0.08951658481713931
DNAJB6	10049	0.08946112910395687
SH2D4A	63898	0.08941220293056107
AR	367	0.08940808246740328
EXOSC6	118460	0.08933583419406244
CYP2B6	1555	0.08918160646940931
TTC8	123016	0.08917441793416048
ANKRD23	200539	0.08917312355972751
SPC24	147841	0.08917045830113146
PSMD9	5715	0.0891462754641843
RYR2	6262	0.08911664614520998
COL5A1	1289	0.08907376363239505
PLOD1	5351	0.08907243857129998
MCEMP1	199675	0.08897644103693558
P2RX2	22953	0.08896744876534335
DCD	117159	0.08894627970325608
FBXL18	80028	0.08892763376272583
MPO	4353	0.08891436942708086
CROCC	9696	0.08891148110275315
PLEKHA4	57664	0.08882830649297224
DTWD2	285605	0.08881026967109928
TMX3	54495	0.08880086261977649
ZNF514	84874	0.08878172023958619
NFATC4	4776	0.08873631213452482
BOLA1	51027	0.08867453810875636
STRC	161497	0.08865746909083594
FAM83H	286077	0.08863050863798927
NYNRIN	57523	0.08856315796321157
PLCXD2	257068	0.08854745308211687
APOC3	345	0.08852595267218621
CBLN3	643866	0.08850881848869241
C22orf39	128977	0.08844443231273669
SYN2	6854	0.0883414046241704
CASS4	57091	0.08825994290131667
NCBP1	4686	0.08823611970845135
CCNG1	900	0.08821239402686043
AGPAT5	55326	0.08818998928556798
NLRC4	58484	0.08818121356521402
WFDC13	164237	0.08814101019169174
MIB2	142678	0.08810628576446655
GSTM4	2948	0.08810116304576932
TAMM41	132001	0.08807503269527928
CRIP2	1397	0.08804388880510938
NFAM1	150372	0.08800432535483083
ADGRA2	25960	0.08791374360396631
DGKA	1606	0.08783212226072656
CTSD	1509	0.0877421665874083
AIRE	326	0.08771475990389366
HMG20B	10362	0.08771220937637114
CCR7	1236	0.08769582311259994
ANKRD49	54851	0.08761618813476968
ORC6	23594	0.08759534790760348
PCSK9	255738	0.0875544866937461
KRT36	8689	0.08752872585426696
TMEM71	137835	0.08748225119772846
PARD3B	117583	0.08747517506347924
BBS9	27241	0.08743402976851966
SBF1	6305	0.08740935898488456
ITPR3	3710	0.08740158592941816
PIGT	51604	0.08739770001703029
VPS13A	23230	0.08737516175547055
CTTNBP2NL	55917	0.08731243813295064
MRNIP	51149	0.0873051003946701
POU2F2	5452	0.0872817361824132
RSU1	6251	0.0872295013376978
KCNC3	3748	0.08699970989781303
RPL5	6125	0.08694276117222088
FGD5	152273	0.08679064052858765
CDK2AP2	10263	0.08677674799742796
USH1G	124590	0.08665337859444389
GORASP1	64689	0.08663082850579595
EMILIN3	90187	0.08654777973897554
B3GNT6	192134	0.08654715304919591
DRAM2	128338	0.08652852459213811
MGAM	8972	0.08651290765699526
RPS20	6224	0.08645187465349391
ZNF384	171017	0.08644861845573493
PPARD	5467	0.08642425015554167
PSD3	23362	0.08640772194665836
PAGE4	9506	0.08640431365238621
MSRB3	253827	0.08637046731582432
DQX1	165545	0.08631411058005911
ITPKA	3706	0.08628670431576513
P3H4	10609	0.08611992634754229
LYG1	129530	0.08608952789819124
FTCD	10841	0.08600199080199067
FLYWCH1	84256	0.08597405068032415
GLMP	112770	0.08593621156464248
RBFA	79863	0.08591068379726474
FGFBP3	143282	0.08587774811716864
PSME1	5720	0.08581897781093506
PRR7	80758	0.0857953862578622
MADCAM1	8174	0.0857729256310984
DOC2A	8448	0.08576642642922039
VWA3A	146177	0.0857135255222441
GDF10	2662	0.08566491020573253
VSTM1	284415	0.08563415043290235
ZC3H10	84872	0.08561174435742602
PI4K2B	55300	0.08551995933307976
HHIPL2	79802	0.0855003281308857
HORMAD2	150280	0.08545840574694452
DDX39A	10212	0.08541295530467385
OSBPL7	114881	0.08534367098430584
PRKAR2A	5576	0.08533941690994062
LXN	56925	0.08523131978709397
CTBP2	1488	0.08522882014260924
SMTNL2	342527	0.08521636475911576
FBXO31	79791	0.08511659957137807
CRYBG2	55057	0.08501978559499968
GINS3	64785	0.08501969470883664
TNPO1	3842	0.08490023499787025
CACNG6	59285	0.08482997711868201
NXT2	55916	0.08478683189211456
SYT13	57586	0.08477732902842217
NCDN	23154	0.08471564581046831
PTK2B	2185	0.08468100192299133
ADGRF3	165082	0.08465482278400627
BOLL	66037	0.08462973808660834
KLHL36	79786	0.08459694247962046
WDR24	84219	0.084565399557194
GLI2	2736	0.08455192878860673
SFTPB	6439	0.0844818180940976
NAA16	79612	0.08439111453564241
CCDC47	57003	0.08433064241799659
FBXL12	54850	0.08430263142501104
TGFB3	7043	0.08427963872836397
UBC	7316	0.08426826102931173
HPS3	84343	0.08425028217109709
MORC3	23515	0.08421468086231654
TKTL1	8277	0.08405380265252704
ZNF121	7675	0.08404676604822425
GAS8	2622	0.08397982791853398
CBLN1	869	0.08387751794311127
CCDC93	54520	0.08380113550121582
DHCR24	1718	0.08379766618337214
H1-5	3009	0.08376188621216896
BCAS4	55653	0.08366001477229323
SDF4	51150	0.08363665404805065
DENND2D	79961	0.08360718026901459
ELOVL3	83401	0.08355873255876922
ZNF491	126069	0.08351842760547479
TMEM190	147744	0.08350346453020174
DIO3	1735	0.0834923821778153
FGD3	89846	0.08343719624315549
ZFAND5	7763	0.08342892665876045
MECR	51102	0.08341180876975329
KRT7	3855	0.08337385623142346
EMX1	2016	0.08326082697352133
SLC27A5	10998	0.08321341132878235
SPTY2D1	144108	0.08319164624439734
SMYD4	114826	0.08318557965068862
H1-10	8971	0.08316673370564498
YPEL3	83719	0.08314457807756437
OR8B8	26493	0.08309251011000685
PXYLP1	92370	0.08304213600812238
ENO3	2027	0.08302427659865375
NAGPA	51172	0.08301659508303949
NCLN	56926	0.08296876139865672
RBM8A	9939	0.08294905493176552
TRIM5	85363	0.08291069462330558
RRP36	88745	0.08283793202156486
ADAMTS7	11173	0.08282510502548979
NES	10763	0.0827634967589792
KIAA0040	9674	0.08274989323158533
MRGPRX2	117194	0.08273476127943091
TMEM221	100130519	0.08272794698094366
ANTXR1	84168	0.08271205802860537
ZHX1	11244	0.08266046061903776
KLHDC8A	55220	0.0826114468676642
ARMC4	55130	0.08257363659707018
MAST4	375449	0.08254141429432593
NPPB	4879	0.0825398800615682
DDX60	55601	0.08248736698804793
SPACA6	147650	0.08246404809954777
TEX43	389320	0.08243660463666425
SLC25A39	51629	0.08242943190861673
VNN3	55350	0.08241868852095768
IL11	3589	0.082411515939389
AP5Z1	9907	0.08239604344042917
WDR90	197335	0.0823364293530986
SHBG	6462	0.08232102302791988
EVA1A	84141	0.08230685346808597
GAST	2520	0.08229386064433353
ZNF101	94039	0.08229338123588459
SLC12A8	84561	0.08226303972219773
ZNF468	90333	0.08226157391903577
TEKT1	83659	0.08225271585908489
UBAC2	337867	0.0822091692248792
HDDC2	51020	0.0821870703618135
PKHD1	5314	0.08212697667217839
OR51B2	79345	0.08209462721064176
C1orf216	127703	0.08205098943398514
MIA2	4253	0.0820458665344801
ULK1	8408	0.0819189976986987
LDLRAD3	143458	0.08188875673601625
MAPRE1	22919	0.08188739651058086
RNASEH2B	79621	0.08186374759959403
UPP1	7378	0.08183503162110162
CEACAM19	56971	0.08180246709682493
AOC2	314	0.08178069428010026
MYCL	4610	0.0816343610998791
RNF130	55819	0.08154874103115795
ELF5	2001	0.0815359461173184
FAM53C	51307	0.08148618581142397
SLBP	7884	0.08144513835975964
TSC22D3	1831	0.08143603496194807
STARD3	10948	0.08142617562613363
NPHP4	261734	0.08140172736505713
GNGT2	2793	0.08136488849165602
C17orf99	100141515	0.08132730827652868
NIT1	4817	0.08130630029587449
SLC23A1	9963	0.08124005347156782
OASL	8638	0.08123225694805614
UBE2E2	7325	0.08113228598277367
MYO15B	80022	0.08111654044024785
NUDT5	11164	0.08109873440023474
LAX1	54900	0.08102413269880815
TBC1D24	57465	0.08088587581314854
NOD2	64127	0.08078035473346512
HAUS8	93323	0.08077437866962933
ZP1	22917	0.0807355999819177
MRI1	84245	0.08058101047823696
CLC	1178	0.08054709697113571
CLCN2	1181	0.08048719790941883
RTN4RL2	349667	0.08037735934989154
CYP2R1	120227	0.08035499262375412
CYBA	1535	0.08034207787521153
AFAP1L1	134265	0.08028799575489165
CILP	8483	0.0802753201610753
FAM83C	128876	0.08020822944424522
ARHGDIA	396	0.08016754024385442
DLK1	8788	0.08013140139388719
TP53RK	112858	0.0800671854791104
FGF17	8822	0.0799785022615489
POU3F3	5455	0.07991384324941198
LY6G5C	80741	0.0798810677340609
FNDC7	163479	0.07982636124637166
ENPP1	5167	0.07977825974568953
TPK1	27010	0.07966946079724835
SNX11	29916	0.07962701869125155
DNAH10	196385	0.07957380872281572
NUP98	4928	0.07956580750900288
DNHD1	144132	0.07953515184288484
MTHFD1L	25902	0.07950775027234114
C1QL1	10882	0.07945957368371115
GLA	2717	0.07941645135567921
KLHL17	339451	0.07936952138584141
SSUH2	51066	0.07929662518020164
EID3	493861	0.07928859422066337
ELF2	1998	0.0792519561580689
MMAB	326625	0.07921987101287487
PTPN1	5770	0.07916003602197996
SAMD4A	23034	0.07908318608770015
SAXO1	158297	0.07904630461472006
CDC14A	8556	0.07904544871490193
ASIP	434	0.07901495805843783
ITGA2	3673	0.07901211352542159
CCDC85C	317762	0.07899992313433746
SMARCD3	6604	0.07897398626322083
JAG2	3714	0.07897078298476146
RBCK1	10616	0.07895656214734093
CCDC13	152206	0.07893914203599861
CCDC7	79741	0.0788612404828628
PRXL2A	84293	0.07885312819929613
TGIF2	60436	0.07883809469600234
UBE3A	7337	0.078791586185055
FCSK	197258	0.07877488785507358
MAP2K1	5604	0.07875183324086699
FANCI	55215	0.07873703884383199
